Reactant1;Reactant2;Product;Yield;M;L;T;S;A;id
BrC1=CN(C2=C1C=CC=N2)S(=O)(=O)C1=CC=CC=C1;CCOC(=O)C1=CCCCC1[Zn]Cl;CCOC(=O)C1=CCCCC1C1=CN(C2=NC=CC=C12)S(=O)(=O)C1=CC=CC=C1;0.99;[26];[];[54];[60, 63];[];5840
COC(=O)C1=CC(Br)=CS1;CCOC(=O)C1=CCCCC1[Zn]Cl;CCOC(=O)C1=CCCCC1C1=CSC(=C1)C(=O)OC;0.99;[26];[];[54];[60, 63];[];5841
COC1=CC=CC=C1Br;CC(C)[Zn]Br;COC1=C(C=CC=C1)C(C)C;0.92;[26];[];[54];[60, 63];[];5842
COC1=CC(C)=C(Br)C(C)=C1;CC(C)[Zn]Br;COC1=CC(C)=C(C(C)C)C(C)=C1;0.81;[26];[];[54];[60, 63];[];5843
CC(CC1=CC=CO1)[Zn]Br;COC1=NC=C(Br)C(C)=C1;COC1=CC(C)=C(C=N1)C(C)CC1=CC=CO1;0.86;[26];[];[54];[60, 63];[];5844
CC(CCCOC(=O)C1=CC=CC=C1)[Zn]Br;COC1=NC=C(Br)C(C)=C1;COC1=NC=C(C(C)CCCOC(=O)C2=CC=CC=C2)C(C)=C1;0.8;[26];[];[54];[60, 63];[];5845
OC(C\C=C/Cl)C1=CC=C(C=C1)C(F)(F)F;CCCCCC[Zn]Br;CCCCCC\C=C/C[C@@H](O)C1=CC=C(C=C1)C(F)(F)F;0.57;[];[];[54, 54, 53];[60, 63];[];5847
OC(CCC1=CC=CC=C1)C\C=C/Cl;CCCCCC[Zn]Br;CCCCCC\C=C/C[C@@H](O)CCC1=CC=CC=C1;0.8;[];[];[53, 53, 53];[60, 63];[];5848
COC1=C(C)C(=O)C(C)=C(O1)C1C\C(CO1)=C\C(Br)=C\C(C)=C\C(C)=C\C1=CC=C(C=C1)N(=O)=O;C[Zn]C;COC1=C(C)C(=O)C(C)=C(O1)C1C\C(CO1)=C\C(C)=C\C(C)=C\C(C)=C\C1=CC=C(C=C1)N(=O)=O;0.89;[6];[];[53];[60, 63];[];5850
BrC1=CC2=NON=C2C=C1;COC1=CC=C(C=C1[Zn]C)C1=CC=NC=C1;COC1=CC=C(C=C1C1=CC2=NON=C2C=C1)C1=CC=NC=C1;0.725;[0];[];[53];[60, 66];[];5851
COC(=O)C1=C(OS(=O)(=O)C(F)(F)F)C=CC(=C1)S(=O)(=O)N(C)C;Br[Zn]C1CCCC1;COC(=O)C1=C(C=CC(=C1)S(=O)(=O)N(C)C)C1CCCC1;0.38;[];[];[53, 53];[61, 63];[70];5853
BrC1=CN=C(Br)C=C1;Br[Zn]C1=NC=CC=C1;BrC1=CN=C(C=C1)C1=NC=CC=C1;0.81;[0, 0];[];[53];[60, 68];[92];5854
COC1=C(OC)C2=C(C=C1)C=C(Br)CC(OC)(OC)C2=O;CC[Zn]CC;CCC1=CC2=C(C(OC)=C(OC)C=C2)C(=O)C(C1)(OC)OC;0.86;[2];[];[53];[60, 66];[90];5855
COC1=C(OC)C2=C(C=C1)C(Br)=CCC(OC)(OC)C2=O;CC[Zn]CC;CCC1=CCC(OC)(OC)C(=O)C2=C1C=CC(OC)=C2OC;0.85;[2];[];[53];[60, 66];[90];5856
[Br-][Zn++][CH2-]CC=C;C[C@H]1CC[C@@H](OC(=O)C2=CC=CC=C2)C=C(I)C1=O;C[C@@H]1CC[C@H](OC(=O)C2=CC=CC=C2)C=C(CCC=C)C1=O;0.74;[4];[36];[53];[61, 60];[];5857
C[Zn]C;OC(=O)CC1=CC(Br)=CN=C1;CC1=CN=CC(CC(O)=O)=C1;0.18;[];[];[53, 53, 53];[60, 63];[];5858
CSC1=CC=CC=C1;CCOC(=O)C1=CC=C([Zn]Br)C=C1;CCOC(=O)C1=CC=C(C=C1)C1=CC=CC=C1;0.92;[];[];[53, 53];[60, 60];[70];5859
CN(C)C1=CC=C([Zn]Br)C=C1;[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@]4([H])C[C@@H](CC[C@]4(C)[C@@]3([H])C[C@H](OCC3=CC=C(I)C=C3)[C@]12C)OC(C)=O)[C@H](C)CCC(=O)OC;[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])C[C@H](OCC3=CC=C(C=C3)C3=CC=C(C=C3)N(C)C)[C@]12C)[C@H](C)CCC(=O)OC;0.65;[0];[];[53, 53];[60, 60];[];5860
COC(=O)[C@@]1(C[C@@H]1C1=C(Br)C=CC=C1)NC(=O)OC(C)(C)C;CCOC(=O)CC[Zn]Br;CCOC(=O)CCC1=C(C=CC=C1)[C@H]1C[C@@]1(NC(=O)OC(C)(C)C)C(=O)OC;0.95;[1, 1];[];[53];[60, 68];[81];5861
CC(=O)OC1=CC=C(I)C=C1;Br[Zn]C1=CC=C(C=C1)C#N;CC(=O)OC1=CC=C(C=C1)C1=CC=C(C=C1)C#N;0.89;[4];[];[53];[60, 63];[98, 99];5862
CCOC(=O)C1=CC=CC(I)=C1;Br[Zn]C1=CC=C(C=C1)C#N;CCOC(=O)C1=CC(=CC=C1)C1=CC=C(C=C1)C#N;0.78;[4];[];[53];[60, 63];[98, 99];5863
CCOC(=O)C1=CC=C(I)C=C1;COC(=O)C1=CC=C([Zn]C2=CC=C(C=C2)C(=O)OC)C=C1;CCOC(=O)C1=CC=C(C=C1)C1=CC=C(C=C1)C(=O)OC;0.76;[4];[];[53];[60, 63];[98, 99];5864
CCOC(=O)C1=CC=C(I)C=C1;Br[Zn]CC1=CC=CC=C1;CCOC(=O)C1=CC=C(CC2=CC=CC=C2)C=C1;0.76;[4];[];[53];[60, 63];[98, 99];5865
IC1=CC(=O)CCC1;Br[Zn]C1=CC=C(C=C1)C#N;O=C1CCCC(=C1)C1=CC=C(C=C1)C#N;0.9;[4];[];[53];[60, 63];[98, 99];5866
COC(=O)C1=CC=C(I)C=C1;COC1=CC([Zn]C2=CC(OC)=CC=C2)=CC=C1;COC(=O)C1=CC=C(C=C1)C1=CC(OC)=CC=C1;0.86;[4];[36, 36];[53];[62, 67];[];5867
COC(=O)C1=CC=C(I)C=C1;CC(=O)C1=CC=C(S1)[Zn]C1=CC=C(S1)C(C)=O;COC(=O)C1=CC=C(C=C1)C1=CC=C(S1)C(C)=O;0.52;[4];[36, 36];[53];[62, 67];[];5868
COC(=O)C1=CC=C(I)C=C1;O=C(C1=CC=CC=C1)C1=CC=CC=C1[Zn]C1=C(C=CC=C1)C(=O)C1=CC=CC=C1;COC(=O)C1=CC=C(C=C1)C1=CC=CC=C1C(=O)C1=CC=CC=C1;0.81;[4];[36, 36];[53];[62, 67];[];5869
FC1=CC=C(C[Zn]Cl)C=C1;COC1=CC2=C(C=C1)C(C(=O)C1=CC=C(OCCN3CCCCC3)C=C1)=C(OS(=O)(=O)C(F)(F)F)C=C2;COC1=CC=C2C(C=CC(CC3=CC=C(F)C=C3)=C2C(=O)C2=CC=C(OCCN3CCCCC3)C=C2)=C1;0.78;[4];[32, 32];[53];[60, 62];[];5870
CC(C)(C)C(=O)O[Zn]C1=CC=CC=C1;BrC1=CC=C(C=CC2=CC=CC=C2)C=C1;C(=CC1=CC=C(C=C1)C1=CC=CC=C1)C1=CC=CC=C1;0.84;[0];[];[53, 53, 53];[60, 68];[84];5871
CCOC(=O)C1=CC=C(Br)C=C1;COC1=CC=[C-]([Zn++][O-]C(=O)C(C)(C)C)C=C1;CCOC(=O)C1=CC=C(C=C1)C1=CC=C(OC)C=C1;0.9;[0];[];[53, 53, 53];[60, 68];[84];5872
COC1=CC=C(Br)C=C1;CC(C)(C)C(=O)O[Zn]C1=CC=C(Cl)C=C1;COC1=CC=C(C=C1)C1=CC=C(Cl)C=C1;0.82;[0];[];[53, 53, 53];[60, 68];[84];5873
CSC1=CC=C(Br)C=C1;CC(C)(C)C(=O)O[Zn]C1=CC=CC=C1;CSC1=CC=C(C=C1)C1=CC=CC=C1;0.78;[0];[];[53, 53, 53];[60, 68];[84];5874
BrC1=CC=CC=C1;CC(C)(C)C(=O)O[Zn]C1=CC=C(C=C1)C(F)(F)F;FC(F)(F)C1=CC=C(C=C1)C1=CC=CC=C1;0.93;[0];[];[53, 53, 53];[60, 68];[84];5875
N#C[Zn]C#N;CC(=O)C1=CC(Br)=CC=C1;CC(=O)C1=CC(=CC=C1)C#N;0.71;[1];[50];[53];[66, 61];[71];5876
CC(=O)C1=CC=C(I)C=C1;N#C[Zn]C#N;CC(=O)C1=CC=C(C=C1)C#N;0.84;[1];[50];[53];[66, 61];[71];5877
N#C[Zn]C#N;CC(=O)C1=CC=C(Br)C=C1;CC(=O)C1=CC=C(C=C1)C#N;0.86;[1];[50];[53];[66, 61];[71];5878
CC1=CC(O)=CC(C)=C1Br;N#C[Zn]C#N;CC1=CC(O)=CC(C)=C1C#N;0.61;[1];[50];[53];[66, 61];[71];5879
COC1=CC(C)=C(Br)C=C1;N#C[Zn]C#N;COC1=CC=C(C#N)C(C)=C1;0.58;[1];[50];[53];[66, 61];[71];5880
N#C[Zn]C#N;NC1=CC=C(I)C=C1;NC1=CC=C(C=C1)C#N;0.81;[1];[50];[53];[66, 61];[71];5881
N#C[Zn]C#N;BrC1=CC=C(C=O)C=C1;O=CC1=CC=C(C=C1)C#N;0.8;[1];[50];[53];[66, 61];[71];5882
OC1=CC=C(Br)C=C1;N#C[Zn]C#N;OC1=CC=C(C=C1)C#N;0.83;[1];[50];[53];[66, 61];[71];5884
OC1=CC=C(I)C=C1;N#C[Zn]C#N;OC1=CC=C(C=C1)C#N;0.84;[1];[50];[53];[66, 61];[71];5885
CC(C)(C)OC(=O)[C@@H](CC(I)=C)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C(F)(F)F;C[Zn]C;CC(=C)C[C@@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C(F)(F)F)C(=O)OC(C)(C)C;0.84;[];[35, 35];[53];[60, 63];[];5886
BrC1=CC=C(I)C=C1;Br[Zn]C1=CC=C(O1)C1OCCO1;BrC1=CC=C(C=C1)C1=CC=C(O1)C1OCCO1;0.92;[0];[];[53];[60, 68];[76];5887
CC1=NC([Zn]Br)=CC=C1;CC(C)(C)OC(=O)N(C1=CC=C(Cl)C=C1)C1=NC(Cl)=CN=C1;CC1=CC=CC(=N1)C1=CN=CC(=N1)N(C(=O)OC(C)(C)C)C1=CC=C(Cl)C=C1;0.23;[2];[];[53];[60, 66];[74];5889
C[Zn]C;CCOC(=O)CC[C@H]1C(I)=CCCC1(C)C;CCOC(=O)CC[C@H]1C(C)=CCCC1(C)C;0.81;[4];[32];[53];[60, 63];[];5890
CC(C)(C)OC(=O)C[Zn]Cl;C[C@H]1CC[C@H](C2=CC=CC=C2)S(=O)(=O)N1CC1=C(F)C=C(Br)C(F)=C1;C[C@H]1CC[C@H](C2=CC=CC=C2)S(=O)(=O)N1CC1=CC(F)=C(CC(=O)OC(C)(C)C)C=C1F;0.99;[4];[37];[53];[60, 67];[];5891
CC(C)(C)OC(=O)C[Zn]Cl;C[C@H]1CC[C@H](C2=CC=CC=C2)S(=O)(=O)N1CC1=C(F)C=C(Br)C(F)=C1;C[C@H]1CC[C@H](C2=CC=CC=C2)S(=O)(=O)N1CC1=CC(F)=C(CC(=O)OC(C)(C)C)C=C1F;0.99;[4];[37];[53];[60, 67];[];5892
CC(C)(C)OC(=O)C[Zn]Cl;CN1C=C(C=N1)C1=NN(C(Br)=C1C)C1=CC=CC=C1;CN1C=C(C=N1)C1=NN(C(CC(=O)OC(C)(C)C)=C1C)C1=CC=CC=C1;0.41;[4];[37];[53];[60, 67];[];5893
CC(C)(C)[Si](C)(C)OC[C@H]1CN(C(=O)O1)C1=CC=C([Zn]Br)C(F)=C1;CN1N=NC(=N1)C1=CC=C(Br)C=N1;CN1N=NC(=N1)C1=NC=C(C=C1)C1=CC=C(C=C1F)N1C[C@H](CO[Si](C)(C)C(C)(C)C)OC1=O;0.86;[13, 13];[];[53];[60, 66];[];5894
Cl\C=C(\Cl)OC1=CC=CC=C1;CC[Zn]CC;CC\C(OC1=CC=CC=C1)=C\Cl;0.95;[1, 1];[];[53];[66, 61];[];5895
Cl\C=C(\Cl)OC1=CC=CC=C1;CC[Zn]CC;CC\C(OC1=CC=CC=C1)=C\Cl;0.69;[1, 1];[];[53];[66, 61];[];5896
FC1=CC(C=O)=CC(Br)=C1;CCCC[Zn]Br;CCCCC1=CC(F)=CC(C=O)=C1;0.773;[7];[];[53];[60, 68];[76];5897
BrC1=CC=C\C(\C=C1)=C(\C#N)C#N;COC1=CC=C([Zn]Cl)C=C1;COC1=CC=C(C=C1)C1=CC=C\C(\C=C1)=C(\C#N)C#N;0.85;[2];[];[53];[60, 63];[74];5899
BrC1=CC=C\C(\C=C1)=C(\C#N)C#N;Cl[Zn]C1=CC=CC=C1;N#C\C(C#N)=C1\C=CC=C(C=C\1)C1=CC=CC=C1;0.68;[2];[];[53];[60, 63];[74];5900
FC1=CC(F)=C(C[Zn]Br)C=C1;CC(C)(C)OC(=O)N1CC(C)(C)C2=C1C=C(Cl)N=C2;CC(C)(C)OC(=O)N1CC(C)(C)C2=C1C=C(CC1=C(F)C=C(F)C=C1)N=C2;0.51;[];[];[53, 53];[60, 62];[86];5901
CC(C)(C)OC(=O)N1CC(C)(C)C2=C1C=C(Br)C=N2;FC1=CC=C(C[Zn]Cl)C=C1;CC(C)(C)OC(=O)N1CC(C)(C)C2=C1C=C(CC1=CC=C(F)C=C1)C=N2;0.99;[];[];[53, 53];[60, 62];[86];5902
CC(C)(C)OC(=O)N1CC(C)(C)C2=C1C=C(Br)C=N2;FC1=CC=C(C[Zn]Cl)C=C1;CC(C)(C)OC(=O)N1CC(C)(C)C2=C1C=C(CC1=CC=C(F)C=C1)C=N2;0.99;[];[];[53, 53];[60, 62];[86];5903
CC(C)(C)OC(=O)N1CC(C)(C)C2=C1C=C(Cl)N=C2;Br[Zn]CC1=CC=CC=C1;CC(C)(C)OC(=O)N1CC(C)(C)C2=C1C=C(CC1=CC=CC=C1)N=C2;0.9;[];[];[53, 53];[60, 62];[86];5904
FC1=CC(F)=C(C[Zn]Br)C=C1;CC(C)(C)OC(=O)N1CC(C)(C)C2=C1C=C(Br)C=N2;CC(C)(C)OC(=O)N1CC(C)(C)C2=NC=C(CC3=C(F)C=C(F)C=C3)C=C12;1.0;[];[];[53, 53];[60, 62];[86];5905
CC(C)(C)OC(=O)N1CC(C)(C)C2=C1C=C(Br)C=N2;Br[Zn]CC1=CC=CC=C1;CC(C)(C)OC(=O)N1CC(C)(C)C2=NC=C(CC3=CC=CC=C3)C=C12;0.7;[];[];[53, 53];[60, 62];[86];5906
COC[C@H]1CN([C@H](C)CN1CC(=O)N1CC(C)(C)C2=NC=C(Br)C=C12)C(=O)OC(C)(C)C;Br[Zn]CC1=CC=CC=C1;COC[C@H]1CN([C@H](C)CN1CC(=O)N1CC(C)(C)C2=NC=C(CC3=CC=CC=C3)C=C12)C(=O)OC(C)(C)C;0.81;[];[];[53, 53];[60, 62];[86];5907
CC(C)(C)OC(=O)N1CC(C)(C)C2=C1C=C(Br)C=N2;FC1=CC=C(C[Zn]Cl)C=C1;CC(C)(C)OC(=O)N1CC(C)(C)C2=C1C=C(CC1=CC=C(F)C=C1)C=N2;0.99;[18];[];[53];[60, 62];[86];5908
CC(C)(C)OC(=O)N1CC(C)(C)C2=C1C=C(Br)C=N2;FC1=CC=C(C[Zn]Cl)C=C1;CC(C)(C)OC(=O)N1CC(C)(C)C2=C1C=C(CC1=CC=C(F)C=C1)C=N2;0.99;[18];[];[53];[60, 62];[86];5909
CC(C)(C)OC(=O)C[Zn]Cl;C[C@H]1CC[C@H](C2=CC=CC=C2)S(=O)(=O)N1CC1=C(F)C=C(Br)C(F)=C1;C[C@H]1CC[C@H](C2=CC=CC=C2)S(=O)(=O)N1CC1=CC(F)=C(CC(=O)OC(C)(C)C)C=C1F;0.98;[1];[37];[53];[60, 67];[];5910
CC1=NC2=CC=C(Br)C=C2N1C1=NC(NC2=CC=C(C=C2)C(F)(F)F)=CN=C1;CC[Zn]CC;CCC1=CC=C2N=C(C)N(C2=C1)C1=NC(NC2=CC=C(C=C2)C(F)(F)F)=CN=C1;0.33;[1];[37];[53];[60, 63];[];5911
BrC1=CC=C(C=C1)C#N;CCOC(=O)C1=CC=C([Zn]Br)C=C1;CCOC(=O)C1=CC=C(C=C1)C1=CC=C(C=C1)C#N;0.88;[];[];[53, 53, 53];[60, 60];[];5912
CCOC(=O)C1=CC=C(Br)C=C1;COC1=CC=C([Zn]Br)C=C1;CCOC(=O)C1=CC=C(C=C1)C1=CC=C(OC)C=C1;0.74;[];[];[53, 53, 53];[60, 60];[];5913
BrC1=CC=CC=C1C#N;CCOC(=O)C1=CC=C([Zn]Br)C=C1;CCOC(=O)C1=CC=C(C=C1)C1=CC=CC=C1C#N;0.57;[];[];[53, 53, 53];[60, 60];[];5914
COC1=CC=C(Br)C=C1;CC1=CC=C([Zn]Br)C=C1;COC1=CC=C(C=C1)C1=CC=C(C)C=C1;0.67;[];[];[53, 53, 53];[60, 60];[];5915
IC1=C(N2C(NC(=O)C3=C2C=CC=C3)C2=CC=CC=C12)C1=CC=CC=C1;Cl[Zn]C1=CC=CC=C1;O=C1NC2N(C3=CC=CC=C13)C(C1=CC=CC=C1)=C(C1=CC=CC=C1)C1=CC=CC=C21;0.68;[3];[];[53];[61, 61];[75];5916
COC(=O)C1=C(OS(=O)(=O)C(F)(F)F)C2=CC=CC=C2S1;CCCCCCCCCCCC[Zn]Cl;CCCCCCCCCCCCC1=C(SC2=CC=CC=C12)C(=O)OC;0.98;[3];[39];[53];[60, 63];[];5917
BrC1=CC2=C(C=C1)C1=C(CC2)N=CC=C1;Br[Zn]CC1=CC=CC=C1;C(C1=CC=CC=C1)C1=CC2=C(C=C1)C1=CC=CN=C1CC2;0.81;[0];[];[53];[60, 68];[76];5918
CC(C)(C)OC(=O)N1CCN(CC1)C1=C2C(Br)=CN(C2=NC=N1)S(=O)(=O)C1=CC=CC=C1;C[Zn]Cl;CC1=CN(C2=NC=NC(N3CCN(CC3)C(=O)OC(C)(C)C)=C12)S(=O)(=O)C1=CC=CC=C1;0.94;[0];[];[53];[60, 68];[76];5919
BrC1=CC2=C(C=C1)C1=C(CC2)N=CC=C1;Br[Zn]CC1=CC=CC=C1;C(C1=CC=CC=C1)C1=CC2=C(C=C1)C1=CC=CN=C1CC2;0.81;[0];[];[53];[60, 68];[76];5920
COC(=O)C1=CN=C(Br)C=N1;CCC[Zn]Br;CCCC1=NC=C(N=C1)C(=O)OC;0.99;[1];[36];[53];[60, 61];[];5921
BrC1=C(I)C=CC(=C1)C#N;C[Sn](C)(C)C(=C([Zn]Cl)C1=CC=CC=C1)C1=CC=CC=C1;C[Sn](C)(C)C(=C(/C1=CC=CC=C1)C1=C(Br)C=C(C=C1)C#N)\C1=CC=CC=C1;0.92;[1];[33];[53];[60, 66];[];5923
C[Sn](C)(C)C(=C([Zn]Cl)C1=CC=CC=C1)C1=CC=CC=C1;BrC1=C(I)C=CC(=C1)N(=O)=O;C[Sn](C)(C)C(=C(/C1=CC=CC=C1)C1=C(Br)C=C(C=C1)N(=O)=O)\C1=CC=CC=C1;0.8;[1];[33];[53];[60, 66];[];5924
ClC1=CC(Br)=C(I)C=C1;C[Sn](C)(C)C(=C([Zn]Cl)C1=CC=CC=C1)C1=CC=CC=C1;C[Sn](C)(C)C(=C(/C1=CC=CC=C1)C1=C(Br)C=C(Cl)C=C1)\C1=CC=CC=C1;0.89;[1];[33];[53];[60, 66];[];5925
C[Sn](C)(C)C(=C([Zn]Cl)C1=CC=CC=C1)C1=CC=CC=C1;FC1=CC(Br)=C(I)C=C1;C[Sn](C)(C)C(=C(/C1=CC=CC=C1)C1=C(Br)C=C(F)C=C1)\C1=CC=CC=C1;0.83;[1];[33];[53];[60, 66];[];5926
BrC1=CC=CC=C1I;C[Sn](C)(C)C(=C([Zn]Cl)C1=CC=CC=C1)C1=CC=CC=C1;C[Sn](C)(C)C(=C(/C1=CC=CC=C1)C1=C(Br)C=CC=C1)\C1=CC=CC=C1;0.76;[1];[33];[53];[60, 66];[];5927
CC1=CC(Br)=C(I)C=C1;C[Sn](C)(C)C(=C([Zn]Cl)C1=CC=CC=C1)C1=CC=CC=C1;CC1=CC(Br)=C(C=C1)C(\C1=CC=CC=C1)=C(/C1=CC=CC=C1)[Sn](C)(C)C;0.9;[1];[33];[53];[60, 66];[];5928
IC1=CC=CC=C1;COC(=O)C[C@@H](C[Zn]I)NC(=O)OC(C)(C)C;COC(=O)C[C@@H](CC1=CC=CC=C1)NC(=O)OC(C)(C)C;0.73;[1];[38];[53];[65, 63];[];5930
CC(NC(=O)OC(C)(C)C)C(=O)NC1=CC=C(Br)C(=N1)C#CC1=CC=CC=C1;Br[Zn]C1CCCC1;CC(NC(=O)OC(C)(C)C)C(=O)NC1=NC(C#CC2=CC=CC=C2)=C(C=C1)C1CCCC1;0.31;[3];[34];[53];[60, 63];[];5931
CC(C)(C)OC(=O)N1C=CC2=C1N=C(Cl)N=C2Cl;CC[Zn]CC;CCC1=C2C=CN(C(=O)OC(C)(C)C)C2=NC(Cl)=N1;0.2;[5];[];[53];[64, 66];[];5932
COC1=C(F)C=C(C=C1)C1=NC(OS(=O)(=O)C(F)(F)F)=C2CCN(C(=O)OC(C)(C)C)C2=N1;CC[Zn]CC;CCC1=C2CCN(C(=O)OC(C)(C)C)C2=NC(=N1)C1=CC(F)=C(OC)C=C1;0.73;[5];[];[53];[64, 66];[];5933
NC1=NC=C(Br)C=C1;CC[Zn]CC;CCC1=CC=C(N)N=C1;0.99;[5];[];[53];[64, 66];[];5934
COC(=O)C1CCC(CC1)C1=NOC(C)=C1Br;C[Zn]Cl;COC(=O)C1CCC(CC1)C1=NOC(C)=C1C;0.84;[18];[];[53];[60, 60];[];5935
COC(=O)C1=NC(Br)=CC=C1;Br[Zn]CC1CCCCC1;COC(=O)C1=NC(CC2CCCCC2)=CC=C1;0.93;[12];[];[53];[60, 60];[];5936
[H][C@]1(OC(C)(C)O[C@@]([H])([C@@H](C)C\C(C)=C\I)[C@H]1C)[C@H](C)CO[Si](C)(C)C(C)(C)C;C[Zn]C;[H][C@]1(OC(C)(C)O[C@@]([H])([C@@H](C)C\C(C)=C\C)[C@H]1C)[C@H](C)CO[Si](C)(C)C(C)(C)C;0.82;[2];[];[53];[60, 60];[];5937
CC(C)(C)OC(=O)N[C@@H]1COC(=O)C(I)=C1;CC[Zn]CC;CCC1=C[C@@H](COC1=O)NC(=O)OC(C)(C)C;0.6;[2];[];[53];[66, 61];[];5938
CC[Zn]CC;CC1(C)CC=C(I)C(=O)C1;CCC1=CCC(C)(C)CC1=O;0.52;[2];[];[53];[66, 61];[];5939
COC1=CC=C(I)C=C1;Br[Zn]C1=CC=CC(=C1)C#N;COC1=CC=C(C=C1)C1=CC(=CC=C1)C#N;0.7;[2, 2, 2];[];[53];[];[];5940
COC1=CC=C(I)C=C1;Br[Zn]C1=CC=C(C=C1)C#N;COC1=CC=C(C=C1)C1=CC=C(C=C1)C#N;0.64;[2, 2, 2];[];[53];[];[];5941
CCOC(=O)CCCOC1=CC2=C(CCC2=O)C=C1I;Br[Zn]CC1CCCCC1;CCOC(=O)CCCOC1=CC2=C(CCC2=O)C=C1CC1CCCCC1;0.6;[2];[];[53];[60, 61];[];5942
FC(F)(F)C(=O)NC1=CC2=C(CCC2=O)C=C1Br;FC1=CC=C(C[Zn]Cl)C=C1;FC1=CC=C(CC2=CC3=C(C=C2NC(=O)C(F)(F)F)C(=O)CC3)C=C1;0.88;[2];[];[53];[60, 61];[];5943
FC(F)C1=C2CN3N=CN=C3C3=C(C=CC(Br)=C3)N2C=N1;CC[Zn]CC;CCC1=CC2=C(C=C1)N1C=NC(C(F)F)=C1CN1N=CN=C21;0.59;[2];[];[53];[60, 66];[];5944
ClC1=C2CN3N=CN=C3C3=C(C=CC(Br)=C3)N2C=N1;CC[Zn]CC;CCC1=CC2=C(C=C1)N1C=NC(Cl)=C1CN1N=CN=C21;0.23;[2];[];[53];[60, 66];[];5945
CC1=CC(NC2=NC(=NC(I)=C2)N2CCC[C@H]2C2=CC(=NO2)C2=NC=CC=C2)=NN1;CCC[Zn]Br;CCCC1=CC(NC2=NNC(C)=C2)=NC(=N1)N1CCC[C@H]1C1=CC(=NO1)C1=NC=CC=C1;0.55;[2];[];[53];[60, 60];[];5946
CC(=O)C1=C(Br)C=C(F)C=C1;CCOC(=O)CCC[Zn]Br;CCOC(=O)CCCC1=CC(F)=CC=C1C(C)=O;0.792;[2];[];[53];[60, 65];[];5947
BrC1=CN=C(Br)C=C1;CCCCCC[Zn]I;CCCCCCC1=NC=C(Br)C=C1;0.72;[2];[];[53];[60, 61];[];5948
C[Zn]C;CCOC(=O)C1=NOC(=C1)C1=CC=CC(I)=C1;CCOC(=O)C1=NOC(=C1)C1=CC(C)=CC=C1;0.63;[2];[];[53];[60, 63];[];5949
COC1=NC(Br)=CC(OC2=CC(Cl)=CC(=C2)C#N)=C1Cl;CCOC(=O)CC[Zn]Br;CCOC(=O)CCC1=CC(OC2=CC(Cl)=CC(=C2)C#N)=C(Cl)C(OC)=N1;0.725;[6];[];[53];[60, 64];[];5950
ClC1=CC(CC[Zn]Br)=CC=C1;COC1=NC(Br)=CC(OC2=CC(Cl)=CC(=C2)C#N)=C1Cl;COC1=NC(CCC2=CC(Cl)=CC=C2)=CC(OC2=CC(Cl)=CC(=C2)C#N)=C1Cl;0.57;[6];[];[53];[60, 64];[];5951
COC1=NC(Br)=CC(OC2=CC(Cl)=CC(=C2)C#N)=C1N;Br[Zn]CCC1=CC=CC=C1;COC1=NC(CCC2=CC=CC=C2)=CC(OC2=CC(Cl)=CC(=C2)C#N)=C1N;0.626;[6];[];[53];[60, 64];[];5952
FC1=CC(OC2=CC(Cl)=CC(=C2)C#N)=C(F)C(Br)=N1;Br[Zn]CCC1=CC=CC=C1;FC1=CC(OC2=CC(=CC(Cl)=C2)C#N)=C(F)C(CCC2=CC=CC=C2)=N1;0.68;[6];[];[53];[60, 64];[];5953
CCOC(=O)C1=C(N(N=C1)C1=CC=CC(=N1)C1=C(CO)C(Br)=CS1)C(F)(F)F;CC[Zn]CC;CCOC(=O)C1=C(N(N=C1)C1=CC=CC(=N1)C1=C(CO)C(CC)=CS1)C(F)(F)F;0.57;[6];[];[53];[60, 66];[];5954
CCOC(=O)C1=C(N(N=C1)C1=CC=CC(=N1)C1=C(CO)C=C(Br)S1)C(F)(F)F;CC[Zn]CC;CCOC(=O)C1=C(N(N=C1)C1=CC=CC(=N1)C1=C(CO)C=C(CC)S1)C(F)(F)F;0.66;[6];[];[53];[60, 66];[];5955
C[C@@H](C=C)[C@@H](O[Si](C)(C)C(C)(C)C)\C=C\C(Br)=C\C[C@H]1O[C@@]2(CC[C@H](C)[C@H](CO[Si](C)(C)C(C)(C)C)O2)CC[C@@H]1C;C[Zn]C;C[C@@H](C=C)[C@@H](O[Si](C)(C)C(C)(C)C)\C=C\C(C)=C\C[C@H]1O[C@@]2(CC[C@H](C)[C@H](CO[Si](C)(C)C(C)(C)C)O2)CC[C@@H]1C;0.89;[6];[];[53];[60, 63];[];5956
CCOC(=O)C1=C(N(N=C1)C1=CC=CC(=N1)C1=C(CO)C=C(Br)S1)C(F)(F)F;C[Zn]C;CCOC(=O)C1=C(N(N=C1)C1=CC=CC(=N1)C1=C(CO)C=C(C)S1)C(F)(F)F;0.77;[6];[];[53];[60, 63];[];5957
